 EVN Resources: ConText 1.0.0
 ---------------------------------
 Analysed: 2006.04.20 at 19:21
 
 Files :
 -------
   1 : EV Data
   2 : EV Graphics
   3 : EV Ships
   4 : EV Sounds
   5 : EV Titles
   6 : Nova Essentials
   7 : Nova Music
 -------

 Full EVN Resource Listing:
 ----------------------------------

 Total Resources Found    : 1678
 --------------------------

    bööm Found    : 3
    chär Found    : 1
    cölr Found    : 1
    crön Found    : 0
    dësc Found    : 648
    düde Found    : 67
    flët Found    : 19
    gövt Found    : 25
    ïntf Found    : 1
    jünk Found    : 19
    mïsn Found    : 116
    nëbu Found    : 2
    oütf Found    : 53
    öops Found    : 52
    përs Found    : 220
    ränk Found    : 0
    röid Found    : 16
    shän Found    : 27
    shïp Found    : 27
    spïn Found    : 83
    spöb Found    : 107
    sÿst Found    : 108
    wëap Found    : 25
    STR  Found    : 0
    STR# Found    : 58
 --------------------------

 Resource Duplicates by Type:
 ----------------------------

 ----------------------------


• Begin Output
••••••••••••••••

• Begin bööm
"Type"	"ID"	"Name"	"File"	"FrameAdvance"	"SoundIndex"	"GraphicIndex"	"EOR"
bööm	128	"FAE Small"	"Nova Essentials"	100	2	0	"•"
bööm	129	"FAE Medium"	"Nova Essentials"	100	1	1	"•"
bööm	130	"FAE Large"	"Nova Essentials"	100	0	2	"•"
• Begin chär
"Type"	"ID"	"Name"	"File"	"startCash"	"startShipType"	"startSystem1"	"startSystem2"	"startSystem3"	"startSystem4"	"startGovt1"	"startGovt2"	"startGovt3"	"startGovt4"	"startStatus1"	"startStatus2"	"startStatus3"	"startStatus4"	"startKills"	"introTextID"	"introPictID1"	"introPictID2"	"introPictID3"	"introPictID4"	"introPictDelay1"	"introPictDelay2"	"introPictDelay3"	"introPictDelay4"	"onStart"	"Flags"	"startDay"	"starMonth"	"startYear"	"DatePrefix"	"DateSuffix"	"EOR"
chär	128	".Trader"	"EV Data"	10000	128	128	128	128	128	-1	-1	-1	-1	-1	-1	-1	-1	0	20000	8200	-1	-1	-1	45	-1	-1	-1	""	0x0001	4	5	2246	""	""	"•"
• Begin cölr
"Type"	"ID"	"Name"	"File"	"ButtonUp"	"ButtonDown"	"ButtonGrey"	"MenuFont"	"MenuFontSize"	"MenuColor1"	"MenuColor2"	"GridBright"	"GridDim"	"ProgArea.left"	"ProgArea.top"	"ProgArea.right"	"ProgArea.bottom"	"ProgBright"	"ProgDim"	"ProgOutline"	"Button1x"	"Button1y"	"Button2x"	"Button2y"	"Button3x"	"Button3y"	"Button4x"	"Button4y"	"Button5x"	"Button5y"	"Button6x"	"Button6y"	"FloatingMap"	"ListText"	"ListBkgnd"	"ListHilite"	"EscortHilite"	"ButtonFont"	"ButtonFontSz"	"LogoX"	"LogoY"	"RolloverX"	"RolloverY"	"SliderX1"	"SliderY1"	"SliderX2"	"SliderY2"	"SliderX3"	"SliderY3"	"EOR"
cölr	128	"EV Colors"	"EV Titles"	#FFFFFF	#00FF00	#000000	"Geneva"	9	#00FF00	#008200	#00FF00	#404040	-100	280	100	290	#00FF00	#008200	#404040	272	388	272	460	272	528	520	388	520	460	520	528	#0C0C0C	#FFFFFF	#000000	#008200	#008200	"Crillee"	12	276	132	8448	8416	272	388	272	460	272	528	"•"
• Begin dësc
"Type"	"ID"	"Name"	"File"	"Graphic"	"Movie"	"Flags"	"Description"	"EOR"
dësc	3015	""	"EV Data"	-1	""	0x0000	"The navalized version of Blazitron’s popular Lightning fighter-bomber has a strengthened main keel and special fittings for landing aboard other starships. Currently, the only ship capable of carrying it is the Atonida Kestrel."	"•"
dësc	3016	""	"EV Data"	-1	""	0x0000	"Old technologies never die, they just get new names. The mass driver is the modern-day equivalent of the ancient gatling gun; it uses electromagnets to accelerate small metallic slugs - usually made of depleted uranium - to reasonably high velocities. Because of their composition, mass driver slugs do much more damage to armor than to shields."	"•"
dësc	3017	""	"EV Data"	-1	""	0x0000	"Shield capacitors are pure tantalum energy storage modules that can increase the maximum shield capacity of any ship by 15 terawatts."	"•"
dësc	3018	""	"EV Data"	-1	""	0x0000	"A shield booster is a dangerous and highly illegal ship upgrade, available only on seedier planets. It routes drive plasma directly from a ship’s engine core to its shield generator, increasing the rate of shield regeneration."	"•"
dësc	3019	""	"EV Data"	-1	""	0x0000	"DoPunt’s #3019 Armaplast is a hybrid material, combining the lightness of Sup-R-Kevlar or TuffSheath with reasonably good strength."	"•"
dësc	3020	""	"EV Data"	-1	""	0x0000	"Durasteel armor is made of a denser material than Armaplast, resulting in a higher strength rating. Most warships’ hulls are composed of durasteel, and add-on plating kits like this one are popular as well."	"•"
dësc	3021	""	"EV Data"	-1	""	0x0000	"This newest creation from the labs of Terran MetalWorks is one of the strongest metals known to man. The Confederation Navy has requisitioned all supplies of tritanium for use in its Cruiser Upgrade Program, and tritanium armor plating kits like this are only available on the black market."	"•"
dësc	3022	""	"EV Data"	-1	""	0x0000	"Give a skilled technician a few hours with your engine and a wrench, and he can work miracles. By tweaking the fuel flow to the engine core, this upgrade actually increases your ship’s available acceleration."	"•"
dësc	3023	""	"EV Data"	-1	""	0x0000	"Various add-on devices have been manufactured with the intent of increasing a ship’s speed, but none have been as effective as this simple tune-up. A talented mechanic who performs this operation on your ship’s propulsion system can boost your ship’s top speed by 150 AU/h."	"•"
dësc	3024	""	"EV Data"	-1	""	0x0000	"Those looking for a little extra maneuverability should look into this upgrade. Gifted shipwrights refit your vessel with improved, platinum-plated ducting between the engine core and the reaction control systems, resulting in increased plasma flow. This modification can increase your ship’s turn rate by 30°/sec. "	"•"
dësc	3025	""	"EV Data"	-1	""	0x0000	"This fuel tank attaches to the hull of your ship and increases your fuel capacity by 100 units, enough for one additional hyperspace jump before refuelling."	"•"
dësc	3026	""	"EV Data"	-1	""	0x0000	"No pilot should fly without the trusty and reliable Markin-Bater escape pod. It allows a pilot to eject from his stricken ship and survive for up to a week. Granted, the included rations aren’t all that tasty, but it beats breathing vacuum."	"•"
dësc	3027	""	"EV Data"	-1	""	0x0000	"This device is able to detect the approximate mass of any ship within range of your ship’s scanners, allowing you to differentiate between large and small ships on your radar display."	"•"
dësc	3028	""	"EV Data"	-1	""	0x0000	"This piece of equipment inserts into your scanner’s upgrade port and provides realtime interrogation of subspace transponders. This allows your scanner to color-code your radar display, based on your legal standing with other ships and planets."	"•"
dësc	3029	""	"EV Data"	-1	""	0x0000	"No privateer should be without this handy add-on. By dumping raw fuel directly into your engine’s exhaust stream, the afterburner dramatically increases both your thrust and your top speed for short periods of time. However, it consumes fuel at a prodigious rate."	"•"
dësc	3030	""	"EV Data"	-1	""	0x0000	"This advanced electronic countermeasures device broadcasts subspace interference waves that confuse the seeker heads of incoming missiles, causing them to track less accurately. Be forewarned, though, that torpedoes seem unaffected by such jamming."	"•"
dësc	3031	""	"EV Data"	-1	""	0x0000	"Rocket launchers are used to load, arm, and fire unguided heavy rockets."	"•"
dësc	3032	""	"EV Data"	-1	""	0x0000	"The heavy rocket is a primitive but devastating weapon. After it is launched, its engine propels it along a straight course until its proximity detector senses a nearby ship and detonates its high-explosive warhead. Though simple, the heavy rocket packs quite a wallop."	"•"
dësc	3033	""	"EV Data"	-1	""	0x0000	"Bomb racks are used to carry gravitic space bombs."	"•"
dësc	3034	""	"EV Data"	-1	""	0x0000	"Gravitic space bombs are probably the most difficult-to-deliver type of weapon, but they are also the highest-yield munitions available. They simply drift through space until their sensitive gravitic detectors register the mass shadow of an approaching ship. The titanic energy waves released by an exploding space bomb are enough to knock an asteroid from its orbit. "	"•"
dësc	3035	""	"EV Data"	-1	""	0x0000	"This externally-mounted weapons pod holds Javelin rockets and fires them through the exit ports mounted on its front surface. "	"•"
dësc	3036	""	"EV Data"	-1	""	0x0000	"Fulcrum Munitions’ Javelin hypervelocity rocket is the high-tech equivalent of the bow and arrow. These tiny but incredibly fast powered projectiles inflict great damage to small targets, due to the hardened alloys used in the construction of their reinforced, armor-piercing nose cones. Javelins work best when fired by fighters and patrol craft, as  their high speed and lack of guidance necessitate an agile firing platform."	"•"
dësc	3037	""	"EV Data"	-1	""	0x0000	"This map will automatically update your ship’s computer with information about surrounding systems up to two jumps away."	"•"
dësc	3038	""	"EV Data"	-1	""	0x0000	"Particle Beam"	"•"
dësc	3039	""	"EV Data"	-1	""	0x0000	"Cloaking Device"	"•"
dësc	3040	""	"EV Data"	-1	""	0x0000	"The Meizner ramscoop uses high-energy magnetoscopic fields to extract charged hydrogen ions from the solar wind. It can slowly regenerate your fuel supply while in flight."	"•"
dësc	3041	""	"EV Data"	-1	""	0x0000	"This handy device automatically contacts spaceport computers and arranges for them to refuel your ship, saving you the worry. Of course, it still costs the same to top off your tanks."	"•"
dësc	3046	""	"EV Data"	-1	""	0x0000	"Flare launchers are used to drop missile-foiling decoy flares."	"•"
dësc	3047	""	"EV Data"	-1	""	0x0000	"The Hall Munitions Company’s decoy flares are a popular after-market add on among starship captains who prefer to run rather than fight. The shape of the magnisite-impregnated flare is designed to afford the maximum possible radiation of energy in all directions. As a result, they excel at luring away guided missiles."	"•"
dësc	3052	""	"EV Data"	-1	""	0x0000	"These highly illegal false identification papers will effectively eliminate your criminal record in Confederation systems."	"•"
dësc	3053	""	"EV Data"	-1	""	0x0000	"This auto-ejection system will save you the worry of manually bailing out of your ship should it be destroyed in combat — assuming you already have an escape pod installed, that is."	"•"
dësc	4000	""	"EV Data"	-1	""	0x0000	"A group of travellers needs to get to <DST> in the <DSY> system. They will pay 10,000 credits."	"•"
dësc	4001	""	"EV Data"	-1	""	0x0000	"A group of people ask to be taken to <DST> in the <DSY> system, in return for 10,000 credits."	"•"
dësc	4002	""	"EV Data"	-1	""	0x0000	"A group of travellers offers you 10,000 credits to take them to <DST> in the <DSY> system."	"•"
dësc	4003	""	"EV Data"	-1	""	0x0000	"A shady-looking character approaches you. His clothing is ripped, his face is bruised and cut, and he keeps glancing about warily. “I’ve heard that the <PSN> is a fast ship,” he says. “I’ll pay you 75,000 credits if you can take me to <DST> in the <DSY> system, with no questions asked.” Do you accept?"	"•"
dësc	4004	""	"EV Data"	-1	""	0x0000	"A pirate with a cybernetic implant in one eye approaches your table and offers you a hundred thousand credits for what he describes as “a piece o’ cake mission.”"	"•"
dësc	4005	""	"EV Data"	-1	""	0x0000	"An Astex Mining Industries representative approaches you. “You’re <PN>, aren’t you? Astex is interested in samples of the subsurface mineral content of <DST> in the <DSY> system. We’ll pay you 35,000 credits to retreive a core sample of the planet. Are you interested?”"	"•"
dësc	4006	""	"EV Data"	-1	""	0x0000	"A cloaked figure approaches you and motions for you to follow him. “You could help the Rebellion with our cause,” he says, “by capturing a shipment of munitions and smuggling it out of this system.” Do you accept his invitation?"	"•"
dësc	4007	""	"EV Data"	-1	""	0x0000	"<DST> needs a rush shipment of <CQ> tons of <CT>. Pay is 25,000 credits."	"•"
dësc	4008	""	"EV Data"	-1	""	0x0000	"<DST> needs a rush shipment of <CQ> tons of <CT>. Pay is 25,000 credits."	"•"
dësc	4009	""	"EV Data"	-1	""	0x0000	"<DST> needs a rush shipment of <CQ> tons of <CT>. Pay is 25,000 credits."	"•"
dësc	4010	""	"EV Data"	-1	""	0x0000	"<DST> needs a rush shipment of <CQ> tons of <CT>. Pay is 25,000 credits."	"•"
dësc	4011	""	"EV Data"	-1	""	0x0000	"<DST> needs a rush shipment of <CQ> tons of <CT>. Pay is 25,000 credits."	"•"
dësc	4012	""	"EV Data"	-1	""	0x0000	"<DST> needs a special shipment of <CQ> tons of <CT>. Pay is 10,000 credits."	"•"
dësc	4013	""	"EV Data"	-1	""	0x0000	"<DST> needs a special shipment of <CQ> tons of <CT>. Pay is 10,000 credits."	"•"
dësc	4014	""	"EV Data"	-1	""	0x0000	"<DST> needs a special shipment of <CQ> tons of <CT>. Pay is 10,000 credits."	"•"
dësc	4015	""	"EV Data"	-1	""	0x0000	"<DST> needs a special shipment of <CQ> tons of <CT>. Pay is 10,000 credits."	"•"
dësc	4016	""	"EV Data"	-1	""	0x0000	"<DST> needs a special shipment of <CQ> tons of <CT>. Pay is 10,000 credits."	"•"
dësc	4017	""	"EV Data"	-1	""	0x0000	"A local official inquires as to whether you would be willing to eliminate a pirate that has been plundering ships in and around the <RSY> system."	"•"
dësc	4018	""	"EV Data"	-1	""	0x0000	"A man who looks to be a Rebel operative hints that a Confederation official will be travelling through this region soon. “It would be most unfortunate,” he says, “if he were to meet with an... accident.” Do you take him up on his offer?"	"•"
dësc	4019	""	"EV Data"	-1	""	0x0000	"A representative of the <RST> government bursts into the bar. “This system is under attack by pirates!” he shouts. “The local government will pay a princely sum to whoever can eliminate the pirate menace!” Will you help?"	"•"
dësc	4020	""	"EV Data"	-1	""	0x0000	"The Rebel officer sitting next to you receives a communication on his wristphone, listens for a second, and then looks aghast. He stands up and addresses the crowd. “<RST> has fallen under surprise attack by Confederation warships!” he shouts. Will you help the Rebels?"	"•"
dësc	4021	""	"EV Data"	-1	""	0x0000	"A local official sits down next to you, and whispers a greeting that you can barely hear over the music. “A Confederation transport has hit a mine and is adrift in a nearby system,” he says. “Their engines and life support systems are damaged and they are in need of assistance, but we don’t have any rescue ships available. Are you interested in a little search-and-rescue mission?”"	"•"
dësc	4022	""	"EV Data"	-1	""	0x0000	"You hear on the news report that a convoy of ore freighters travelling through the <RSY> system ran into an ion storm which disabled their engines yesterday. The guy sitting next to you is watching, too - “The crew were rescued safely, but the ore is still out there,” he says. “I hear there’s a reward for whoever salvages the cargo.” Sound like an interesting mission?"	"•"
dësc	4023	""	"EV Data"	-1	""	0x0000	"“Hey, you’re the captain of the <PSN>, aren’t you?” says the woman sitting next to you at the bar. Judging by her uniform, she’s a merchant freighter captain. “My convoy is shipping out to <RST> in a few hours,” she says. “We’d sure like to have you flying with us along the way. Interested in some escort work?”"	"•"
dësc	4024	""	"EV Data"	-1	""	0x0000	"You are approached by a person whom you recognize as an official of the Diphidian government. “Diphidia II is threatened with ecological disaster,” he tells you, “due to the actions of a person or persons which have secretly been dumping toxic waste in the oceans. Diphidia’s government needs someone to investigate. Will you help us?”"	"•"
dësc	4025	""	"EV Data"	-1	""	0x0000	"Your government contact greets you. “The Astex freighter you observed leaving here on your last mission has been tracked to the Astex mining facility on New Providence,” he says. “We need you to go to the Antares system and do a little reconassiance for us.” Ready to go?"	"•"
dësc	4026	""	"EV Data"	-1	""	0x0000	"“Something suspicious is going on in the Antares system,” says your contact, “something Astex doesn’t want us to find out about. We have detected another Astex freighter entering the Diphidia system; your mission will be to disable it and capture a sample of the ore in its cargo bays. Are you ready for this assignment?”"	"•"
dësc	4027	""	"EV Data"	-1	""	0x0000	"“The ore sample you retreived for us has the same toxic chemicals in it that are being dumped in our oceans,” says the Diphidian governer’s representative. “Now that we know Astex is behind this, we need to send them a clear message: your mission is the destruction of one of their freighter convoys. Are you up to it?”"	"•"
dësc	4028	""	"EV Data"	-1	""	0x0000	"“The data you have gathered for us will be the downfall of the Astex Mining Corporation’s very profitable operations in this region of space,” says your contact. “For safety, we need to send a complete copy of this data to friendly agents in the <RSY> system.” Ready to undertake this mission?"	"•"
dësc	4029	""	"EV Data"	-1	""	0x0000	"“You’re <PN>, aren’t you?” says a man sitting at the bar. “I’ve got a little job I need done - the citizens of <DST> can’t get enough wood products to meet their needs; they’re willing to pay tremendous sums for even one shipload of trees. All you have to do is take <CQ> tons of <CT> there, and we’ll both make a bundle. Are you interested?”"	"•"
dësc	4030	""	"EV Data"	-1	""	0x0000	"“I’m from GreenSpace,” says a woman sitting at the bar. “The government of <DST> has requested that a survey team of environmental engineers from Hera come and check their climatic balance. We’re looking for a starship captain willing to take us there.” Are you interested?"	"•"
dësc	4031	""	"EV Data"	-1	""	0x0000	"The tavern is in an uproar - <RST> is about to come under attack by Lethean ships! The Cydonian government will pay 80,000 credits to whoever can defend the planet. Will you help?"	"•"
dësc	4032	""	"EV Data"	-1	""	0x0000	"The bar is in an uproar - Cydonian warships are approaching <RST>! The Lethean government will pay 90,000 credits to whoever can defend the planet. Will you help?"	"•"
dësc	4033	""	"EV Data"	-1	""	0x0000	"A Confederation officer sits down next to you and speaks quietly to you. “Confed Intel has received reports that the Rebellion is massing its forces in preparation for renewed attacks on the Confederation,” he says. “A good pilot who won’t ask questions is needed to help locate their fleet. Are you interested?”"	"•"
dësc	4034	""	"EV Data"	-1	""	0x0000	"“A Confederation convoy will be passing through this system soon,” says a voice in your ear. You turn around - a cloaked Rebel operative is standing behind you. “The Rebellion would be willing to reward the pilot who causes the convoy to meet with an ‘unfortunate accident.’ Are you interested?”"	"•"
dësc	4035	""	"EV Data"	-1	""	0x0000	"A man wearing a Rebel commander’s uniform approaches you and inquires as to whether you are interested in “a little special operations work for the Rebellion.”"	"•"
dësc	4036	""	"EV Data"	-1	""	0x0000	"“The special-ops team is in place aboard your ship, and the cloaking device is almost installed,” says the garrison commander. “As soon as you’re ready to leave, the secret mission can begin. Are you all set?”"	"•"
dësc	4037	""	"EV Data"	-1	""	0x0000	"You see Major Davies and his men sitting at a table in the back of the bar. He motions for you to come over. Do you approach his table?"	"•"
dësc	4038	""	"EV Data"	-1	""	0x0000	"A Confederation officer in the bar recognizes you as the captain of the <PSN> and invites you to his table. “Confed Intel is looking for a pilot who can fly a basic reconnaissance mission without asking too many questions,” he says. “Are you interested?”"	"•"
dësc	4039	""	"EV Data"	-1	""	0x0000	"“The Rebels have fled from the NGC-6564 system with the stolen prototype,” says the base commander as you sit down. He takes a sip from his Jynnian Tonnyx, grimaces, and continues. “Our last sighting report from our patrol ships places them on a course to <RST>. Your mission will be to proceed there and investigate.”"	"•"
dësc	4040	""	"EV Data"	-1	""	0x0000	"All these Confed officers are starting to look the same to you. “The Rebels have eluded us again,” this one says, “but we know roughly where they’re heading. Advance scouts have located them heading towards the <RSY> system, which means they’re probably planning on transferring the stolen weapon prototype to another ship at <RST> station. Follow them there to investigate, but watch out for Rebel defenders - the cruiser R.S.S. Renegade has recently been sighted in the area.”"	"•"
dësc	4041	""	"EV Data"	-1	""	0x0000	"“Once more the Rebel traitors have escaped, but thanks to your efforts we’re closing in on them,” says your contact. “The <RSY> system, a longtime Rebel stronghold, is the thieves’ current destination. Because of the high numbers of Rebel warships in the area, we are dispatching a squadron of patrol ships to assist you - backtrack into the Farazon system to rendezvous with them. Your mission is to somehow get onto <RST> and contact another of our agents there.”"	"•"
dësc	4042	""	"EV Data"	-1	""	0x0000	"“We have traced the Rebel thieves to their final destination,” says the Confederation spy who is again waiting for you in the bar. “They intend to transfer the stolen particle beam to their research facility on Palshife, in the Satori system. You must recover the weapon before their freighter gets to Palshife, and then bring it immediately to our nearest garrison, on Hodgson’s World.”"	"•"
dësc	4043	""	"EV Data"	-1	""	0x0000	"A man wearing a military uniform sits down at your table. “Captain <PN>, right?” he asks by way of greeting. “I’m with the Confederation Supply Bureau. Occasionally we have need of the services of merchant captains like yourself - are you interested in a little courier mission?”"	"•"
